lambda,stepsize,momentum,epsilon,batch_size,layer_number,neuron,activation,activation_output,initialization,error_train,error_test,error_train_variance,error_test_variance
0.0005,0.01,0.0,0.0009,128,3,30,sigmoid,linear,uniform,11.713307414565639,11.715487913898142,0.005419820280914439,0.0010105413330728627
0.0005,0.01,0.0,0.0009,128,3,30,sigmoid,linear,xavier,11.722081124479212,11.723157129974842,0.0032419451544750465,0.03308629042145797
0.0005,0.01,0.2,0.0009,64,1,30,tanh,linear,uniform,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,64,1,30,tanh,linear,xavier,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,64,1,30,sigmoid,linear,uniform,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,64,1,30,sigmoid,linear,xavier,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,64,3,30,tanh,linear,uniform,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,64,3,30,tanh,linear,xavier,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,64,3,30,sigmoid,linear,uniform,3.8275108434100518,4.00505029709329,0.8611300417656592,0.8297800192479979
0.0005,0.01,0.2,0.0009,64,3,30,sigmoid,linear,xavier,2.926491912566135,3.135709366922065,1.1782414527184637,1.1580246796590032
0.0005,0.01,0.2,0.0009,128,1,30,tanh,linear,uniform,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,128,1,30,tanh,linear,xavier,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,128,1,30,sigmoid,linear,uniform,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,128,1,30,sigmoid,linear,xavier,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,128,3,30,tanh,linear,uniform,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,128,3,30,tanh,linear,xavier,nan,nan,nan,nan
0.0005,0.01,0.2,0.0009,128,3,30,sigmoid,linear,uniform,5.280227448188362,5.3221151540660685,19.688703481728993,16.388386123002864
0.0005,0.01,0.2,0.0009,128,3,30,sigmoid,linear,xavier,2.7753746403597717,2.9746800523420567,0.1294642007217528,0.15715754564954734
0.0005,0.07,0.0,0.0009,64,1,30,tanh,linear,uniform,2.9474201482845195,2.9852194242886863,0.001550077032761178,0.003173731306145198
0.0005,0.07,0.0,0.0009,64,1,30,tanh,linear,xavier,2.93129246881929,2.997522286865935,0.0019325653747722397,0.001793131804694939
0.0005,0.07,0.0,0.0009,64,1,30,sigmoid,linear,uniform,4.757273117440194,4.7748654738533665,8.578679025474368e-05,0.011808935908114026
0.0005,0.07,0.0,0.0009,64,1,30,sigmoid,linear,xavier,4.769474965810612,4.782803203593468,0.000417188324175145,0.04497564243354656
0.0005,0.07,0.0,0.0009,64,3,30,tanh,linear,uniform,2.6071870474048207,2.662263693233527,0.00023190617150882771,0.00803295664315559
0.0005,0.07,0.0,0.0009,64,3,30,tanh,linear,xavier,2.594331900049145,2.6467684759186527,0.0001871492381445118,0.011532519015354022
0.0005,0.07,0.0,0.0009,64,3,30,sigmoid,linear,uniform,6.056071994921762,6.064163322157159,0.0002878347821696498,0.006922083301334423
0.0005,0.07,0.0,0.0009,64,3,30,sigmoid,linear,xavier,6.070291537541188,6.0774418468116655,0.0015215240199118116,0.008103356490475557
0.0005,0.07,0.0,0.0009,128,1,30,tanh,linear,uniform,3.9840769968545993,4.0064848382923985,0.0003421194706466232,0.011792261141189956
0.0005,0.07,0.0,0.0009,128,1,30,tanh,linear,xavier,4.052008035274247,4.075209631244756,0.006892253653568447,0.010721083147778018
0.0005,0.07,0.0,0.0009,128,1,30,sigmoid,linear,uniform,5.97839436627633,6.013886825392496,0.0042691925572942305,0.07895376706358924
0.0005,0.07,0.0,0.0009,128,1,30,sigmoid,linear,xavier,6.047337721905566,6.058262788903654,0.001202526888950641,0.011872118254293657
0.0005,0.07,0.0,0.0009,128,3,30,tanh,linear,uniform,3.949566060349373,3.9686594176381966,0.010069914965063107,0.006601556817795773
0.0005,0.07,0.0,0.0009,128,3,30,tanh,linear,xavier,4.7370448427261955,4.765903300811839,0.0007633241925872144,0.001576228819698245
0.0005,0.07,0.0,0.0009,128,3,30,sigmoid,linear,uniform,6.5515750141052,6.564308120288161,0.0005933831653310069,0.0002456126668912897
0.0005,0.07,0.0,0.0009,128,3,30,sigmoid,linear,xavier,6.551705846558011,6.56033053631672,0.0012407799633409702,0.014452068498493327
0.0005,0.07,0.2,0.0009,64,1,30,tanh,linear,uniform,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,64,1,30,tanh,linear,xavier,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,64,1,30,sigmoid,linear,uniform,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,64,1,30,sigmoid,linear,xavier,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,64,3,30,tanh,linear,uniform,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,64,3,30,tanh,linear,xavier,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,64,3,30,sigmoid,linear,uniform,1.8514738400522497,2.2683374703105827,0.20829694570082746,0.19133393637630727
0.0005,0.07,0.2,0.0009,64,3,30,sigmoid,linear,xavier,1.7472807871187392,2.127286678426315,0.03228776782882548,0.010508906299075707
0.0005,0.07,0.2,0.0009,128,1,30,tanh,linear,uniform,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,128,1,30,tanh,linear,xavier,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,128,1,30,sigmoid,linear,uniform,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,128,1,30,sigmoid,linear,xavier,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,128,3,30,tanh,linear,uniform,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,128,3,30,tanh,linear,xavier,nan,nan,nan,nan
0.0005,0.07,0.2,0.0009,128,3,30,sigmoid,linear,uniform,2.871457569196872,3.0544712780480054,0.2804791118069367,0.12893621485374498
0.0005,0.07,0.2,0.0009,128,3,30,sigmoid,linear,xavier,2.8677543846141957,3.111220284060804,1.2528852187632848,1.1392606383789354
